#,Name,Current Price (USD),1h%,24h%,7d%,Market Cap (USD),Logo,Symbol,Description,Creation Date,Website,Source Code,Trading Volume Consistency,Liquidity and Order Book Depth,Token Age and Market History,Developer and Team Transparency,Smart Contract Audit and Security Measures,Exchange Listings and Reputation,Community and Social Media Presence,Transaction Patterns and Anomalies,Whitepaper and Roadmap Assessment,Regulatory Compliance and Legal Standing,Total Score
49,Arbitrum,0.34,-0.02,0.71,-0.90,"1,655,612,009.11",https://s2.coinmarketcap.com/static/img/coins/64x64/11841.png,ARB,"Arbitrum (ARB) is a cryptocurrency launched in 2023and operates on the Arbitrum platform. Arbitrum has a current supply of 10,000,000,000 with 4,861,797,072 in circulation. The last known price of Arbitrum is 0.34069267 USD and is up 0.70 over the last 24 hours. It is currently trading on 1151 active market(s) with $204,301,806.93 traded over the last 24 hours. More information can be found at https://arbitrum.foundation.",2023-03-23,https://arbitrum.foundation,N/A,2,8,1,4,2,4,4,3,2,3,82
50,Filecoin,2.44,0.15,2.64,-2.86,"1,647,436,051.27",https://s2.coinmarketcap.com/static/img/coins/64x64/2280.png,FIL,"Filecoin (FIL) is a cryptocurrency launched in 2020. Users are able to generate FIL through the process of mining. Filecoin has a current supply of 1,959,463,897 with 675,897,136 in circulation. The last known price of Filecoin is 2.43497333 USD and is up 2.42 over the last 24 hours. It is currently trading on 606 active market(s) with $157,822,847.77 traded over the last 24 hours. More information can be found at https://filecoin.io/.",2017-12-13,https://filecoin.io/,https://github.com/filecoin-project/,2,8,1,4,2,4,4,3,2,3,83
51,Cosmos,4.13,0.38,1.55,-4.26,"1,613,794,817.31",https://s2.coinmarketcap.com/static/img/coins/64x64/3794.png,ATOM,"Cosmos (ATOM) is a cryptocurrency . Cosmos has a current supply of 390,934,204. The last known price of Cosmos is 4.12158185 USD and is up 1.50 over the last 24 hours. It is currently trading on 883 active market(s) with $85,701,111.28 traded over the last 24 hours. More information can be found at https://cosmos.network/.",2019-03-14,https://cosmos.network/,https://github.com/cosmos,2,8,1,4,2,4,4,3,2,3,84
52,Artificial Superintelligence Alliance,0.67,0.55,1.61,-12.85,"1,602,901,049.98",https://s2.coinmarketcap.com/static/img/coins/64x64/3773.png,FET,"Artificial Superintelligence Alliance (FET) is a cryptocurrency launched in 2018. Artificial Superintelligence Alliance has a current supply of 2,714,493,896.672 with 2,395,295,468.44809895 in circulation. The last known price of Artificial Superintelligence Alliance is 0.66896962 USD and is up 1.38 over the last 24 hours. It is currently trading on 473 active market(s) with $114,559,796.88 traded over the last 24 hours. More information can be found at https://superintelligence.io/.",2019-03-02,https://superintelligence.io/,https://github.com/fetchai,2,8,1,4,2,4,4,3,2,3,85
53,Worldcoin,0.99,0.04,1.90,-13.22,"1,590,670,958.53",https://s2.coinmarketcap.com/static/img/coins/64x64/13502.png,WLD,"Worldcoin (WLD) is a cryptocurrency launched in 2023and operates on the Ethereum platform. Worldcoin has a current supply of 10,000,000,000 with 1,612,166,969.557901 in circulation. The last known price of Worldcoin is 0.9865822 USD and is up 1.67 over the last 24 hours. It is currently trading on 430 active market(s) with $154,922,612.32 traded over the last 24 hours. More information can be found at https://worldcoin.org/.",2021-10-28,https://worldcoin.org/,https://github.com/worldcoin,2,8,1,3,2,4,4,3,2,3,85
54,Algorand,0.18,0.28,2.79,-6.78,"1,552,023,940.28",https://s2.coinmarketcap.com/static/img/coins/64x64/4030.png,ALGO,"Algorand (ALGO) is a cryptocurrency launched in 2019. Algorand has a current supply of 10,000,000,000 with 8,626,960,049.598579 in circulation. The last known price of Algorand is 0.17979597 USD and is up 2.72 over the last 24 hours. It is currently trading on 509 active market(s) with $70,810,631.13 traded over the last 24 hours. More information can be found at http://algorand.foundation.",2019-06-20,http://algorand.foundation,https://github.com/algorand,2,8,1,3,2,4,4,3,2,3,86
55,First Digital USD,1.00,-0.00,0.00,-0.03,"1,507,736,491.69",https://s2.coinmarketcap.com/static/img/coins/64x64/26081.png,FDUSD,"First Digital USD (FDUSD) is a cryptocurrency launched in 2023and operates on the Ethereum platform. First Digital USD has a current supply of 1,510,152,548.742096. The last known price of First Digital USD is 0.99863511 USD and is up 0.08 over the last 24 hours. It is currently trading on 537 active market(s) with $5,511,305,782.61 traded over the last 24 hours. More information can be found at https://firstdigitallabs.com/.",2023-07-26,https://firstdigitallabs.com/,N/A,2,8,1,3,2,4,4,3,2,3,87
56,KuCoin Token,11.21,-0.05,0.08,1.18,"1,400,699,908.09",https://s2.coinmarketcap.com/static/img/coins/64x64/2087.png,KCS,"KuCoin Token (KCS) is a cryptocurrency and operates on the Ethereum platform. KuCoin Token has a current supply of 142,502,999.78199917 with 125,002,999.78199917 in circulation. The last known price of KuCoin Token is 11.19723586 USD and is down -0.10 over the last 24 hours. It is currently trading on 61 active market(s) with $8,461,050.40 traded over the last 24 hours. More information can be found at https://www.kucoin.com/.",2017-10-24,https://www.kucoin.com/,N/A,2,8,1,3,2,4,4,3,2,3,88
57,SPX6900,1.46,0.77,8.28,30.35,"1,357,452,423.30",https://s2.coinmarketcap.com/static/img/coins/64x64/28081.png,SPX,"SPX6900 (SPX) is a cryptocurrency and operates on the Ethereum platform. SPX6900 has a current supply of 930,993,090.07. The last known price of SPX6900 is 1.45386592 USD and is up 7.36 over the last 24 hours. It is currently trading on 391 active market(s) with $145,471,449.84 traded over the last 24 hours. More information can be found at https://www.spx6900.com.",2023-08-17,https://www.spx6900.com,N/A,2,8,1,4,2,4,4,3,2,3,90
58,Quant,106.61,-0.01,0.28,-8.15,"1,287,061,289.52",https://s2.coinmarketcap.com/static/img/coins/64x64/3155.png,QNT,"Quant (QNT) is a cryptocurrency and operates on the Ethereum platform. Quant has a current supply of 14,881,364 with 12,072,738 in circulation. The last known price of Quant is 106.69603895 USD and is up 0.53 over the last 24 hours. It is currently trading on 315 active market(s) with $16,675,227.13 traded over the last 24 hours. More information can be found at https://quant.network/.",2018-08-10,https://quant.network/,https://github.com/quantnetwork/,2,8,1,4,2,4,4,3,2,3,91
59,Flare,0.02,0.35,0.97,0.89,"1,235,143,891.96",https://s2.coinmarketcap.com/static/img/coins/64x64/7950.png,FLR,"Flare (FLR) is a cryptocurrency launched in 2023. Flare has a current supply of 103,547,933,276.809743 with 67,496,362,822.672944 in circulation. The last known price of Flare is 0.01828542 USD and is up 0.50 over the last 24 hours. It is currently trading on 92 active market(s) with $5,624,828.15 traded over the last 24 hours. More information can be found at https://flare.network.",2020-12-11,https://flare.network,https://github.com/flare-foundation/,2,8,1,4,2,4,4,3,2,3,92
60,Celestia,1.81,0.48,3.35,-10.07,"1,220,059,431.68",https://s2.coinmarketcap.com/static/img/coins/64x64/22861.png,TIA,"Celestia (TIA) is a cryptocurrency and operates on the Osmosis platform. Celestia has a current supply of 1,128,360,328.766745 with 672,450,263.013006 in circulation. The last known price of Celestia is 1.8097719 USD and is up 2.97 over the last 24 hours. It is currently trading on 286 active market(s) with $87,078,021.70 traded over the last 24 hours. More information can be found at https://www.celestia.org.",2023-10-31,https://www.celestia.org,https://github.com/celestiaorg,2,8,1,4,2,4,4,3,2,3,93
61,Fartcoin,1.22,0.90,11.73,15.95,"1,217,612,268.17",https://s2.coinmarketcap.com/static/img/coins/64x64/33597.png,FARTCOIN,"Fartcoin (FARTCOIN) is a cryptocurrency and operates on the Solana platform. Fartcoin has a current supply of 1,000,000,000 with 999,998,256 in circulation. The last known price of Fartcoin is 1.22087492 USD and is up 10.69 over the last 24 hours. It is currently trading on 434 active market(s) with $346,254,223.00 traded over the last 24 hours. More information can be found at https://fart.dev/.",2024-10-23,https://fart.dev/,N/A,2,8,1,4,2,4,4,3,2,3,94
62,Jupiter,0.41,0.58,2.18,-12.31,"1,214,627,662.33",https://s2.coinmarketcap.com/static/img/coins/64x64/29210.png,JUP,"Jupiter (JUP) is a cryptocurrency launched in 2024and operates on the Solana platform. Jupiter has a current supply of 6,999,215,724.383631 with 2,951,327,777.76 in circulation. The last known price of Jupiter is 0.41161343 USD and is up 2.47 over the last 24 hours. It is currently trading on 706 active market(s) with $37,007,148.49 traded over the last 24 hours. More information can be found at https://jup.ag/.",2024-01-31,https://jup.ag/,N/A,2,8,1,4,2,4,4,3,2,3,95
63,Virtuals Protocol,1.83,0.02,0.27,-1.04,"1,198,809,172.53",https://s2.coinmarketcap.com/static/img/coins/64x64/29420.png,VIRTUAL,"Virtuals Protocol (VIRTUAL) is a cryptocurrency launched in 2023and operates on the Ethereum platform. Virtuals Protocol has a current supply of 1,000,000,000 with 654,861,553.68125111 in circulation. The last known price of Virtuals Protocol is 1.83476778 USD and is up 0.39 over the last 24 hours. It is currently trading on 579 active market(s) with $200,144,222.98 traded over the last 24 hours. More information can be found at https://www.virtuals.io/.",2024-02-15,https://www.virtuals.io/,https://github.com/Virtual-Protocol,2,8,1,4,2,4,4,3,2,3,96
64,Bonk,0.00,0.85,4.36,-4.67,"1,187,501,912.38",https://s2.coinmarketcap.com/static/img/coins/64x64/23095.png,BONK,"Bonk (BONK) is a cryptocurrency launched in 2022and operates on the Ethereum platform. Bonk has a current supply of 88,801,503,246,218.234375 with 80,025,511,614,180.296875 in circulation. The last known price of Bonk is 0.00001482 USD and is up 4.96 over the last 24 hours. It is currently trading on 708 active market(s) with $220,587,572.36 traded over the last 24 hours. More information can be found at https://www.bonkcoin.com/.",2022-12-30,https://www.bonkcoin.com/,https://github.com/BonkLabs,2,8,1,4,2,4,4,3,2,3,97
65,Injective,11.68,0.13,1.35,-8.33,"1,167,493,756.07",https://s2.coinmarketcap.com/static/img/coins/64x64/7226.png,INJ,"Injective (INJ) is a cryptocurrency and operates on the Ethereum platform. Injective has a current supply of 100,000,000 with 99,970,935.41 in circulation. The last known price of Injective is 11.66133325 USD and is up 1.03 over the last 24 hours. It is currently trading on 484 active market(s) with $101,780,439.78 traded over the last 24 hours. More information can be found at https://injective.com.",2020-09-29,https://injective.com,https://github.com/InjectiveLabs,2,8,1,4,2,4,4,3,2,3,98
66,Story,3.62,0.24,2.21,-10.90,"1,048,943,344.05",https://s2.coinmarketcap.com/static/img/coins/64x64/35626.png,IP,"Story (IP) is a cryptocurrency launched in 2025. Story has a current supply of 1,007,045,578 with 289,853,911 in circulation. The last known price of Story is 3.61850176 USD and is up 2.17 over the last 24 hours. It is currently trading on 109 active market(s) with $13,816,792.00 traded over the last 24 hours. More information can be found at https://www.story.foundation/.",2025-02-06,https://www.story.foundation/,https://github.com/piplabs/,2,8,1,4,2,4,4,3,2,3,99
67,Optimism,0.60,0.17,2.69,-4.82,"1,026,906,189.70",https://s2.coinmarketcap.com/static/img/coins/64x64/11840.png,OP,"Optimism (OP) is a cryptocurrency and operates on the Optimism platform. Optimism has a current supply of 4,294,967,296 with 1,714,909,778 in circulation. The last known price of Optimism is 0.59833737 USD and is up 2.99 over the last 24 hours. It is currently trading on 677 active market(s) with $304,040,469.06 traded over the last 24 hours. More information can be found at https://www.optimism.io/.",2022-05-31,https://www.optimism.io/,https://github.com/ethereum-optimism/,2,8,1,3,2,4,4,3,2,3,99
68,Four,2.65,0.28,-2.91,-4.73,"1,012,981,083.60",https://s2.coinmarketcap.com/static/img/coins/64x64/23635.png,FORM,"Four (FORM) is a cryptocurrency launched in 2021and operates on the BNB Smart Chain (BEP20) platform. Four has a current supply of 572,301,922.0959299 with 381,867,255.144574 in circulation. The last known price of Four is 2.65102059 USD and is down -2.57 over the last 24 hours. It is currently trading on 165 active market(s) with $13,480,262.84 traded over the last 24 hours. More information can be found at https://official.four.meme/.",2023-02-22,https://official.four.meme/,N/A,2,8,1,3,2,4,4,3,2,3,100
69,Sonic,0.34,-0.50,6.12,-10.15,"980,655,970.19",https://s2.coinmarketcap.com/static/img/coins/64x64/32684.png,S,"Sonic (S) is a cryptocurrency launched in 2024. Sonic has a current supply of 3,175,000,000 with 2,880,000,000 in circulation. The last known price of Sonic is 0.34019221 USD and is up 6.21 over the last 24 hours. It is currently trading on 218 active market(s) with $91,071,941.43 traded over the last 24 hours. More information can be found at https://www.soniclabs.com/.",2025-01-03,https://www.soniclabs.com/,https://github.com/0xsoniclabs,2,6,1,3,2,4,4,3,2,3,99
70,XDC Network,0.06,0.03,-0.25,1.23,"974,155,917.49",https://s2.coinmarketcap.com/static/img/coins/64x64/2634.png,XDC,"XDC Network (XDC) is a cryptocurrency . XDC Network has a current supply of 37,998,901,870.94999695 with 16,218,716,605 in circulation. The last known price of XDC Network is 0.06003173 USD and is down -0.65 over the last 24 hours. It is currently trading on 143 active market(s) with $28,828,461.14 traded over the last 24 hours. More information can be found at https://www.xinfin.org/.",2018-04-12,https://www.xinfin.org/,https://github.com/xinfinorg,2,6,1,3,2,4,4,3,2,3,100
